Myh6,Myh7,Myh7b,Myh8,Myh13,Myh14,Myl1,Myl3,Myl4,Myl2,Myl7,Mybpc3,Mybphl,Mybpc2,Actn2,Actn3,Acta1,Actc1,Tpm1,Tpm2,Tpm3,Tnni1,Tnni2,Tnni3,Tnnt1,Tnnt2,Tnnt3,Tnnc1,Tnnc2
0.5563599049622753,0.9834573088595274,0.0,0.0,0.0,0.0,0.0,0.9995242829345741,0.6688269681628469,0.9921807037166963,0.9437377333803217,0.8039377240170477,0.0,0.0,1.1539203321724087,0.0,0.0,1.0710399338255847,1.0160192946541058,0.0,0.0,1.123028608086892,6.264267732809412,1.040792028672659,0.0,1.0039178741269568,0.0,1.0704436019719514,0.0
1.051930172398771,0.9869861928244509,3.1246332746970977,0.0,0.0,0.0,0.0,0.9823657534025213,1.179069888936938,1.002857349678057,2.196401878255699,0.3289768602543765,0.0,0.0,0.955034774221812,0.0,4.323514798567923,0.9882661155667877,1.0059807702860284,0.0,0.0,0.9245102634334778,0.0,0.9566313897867578,0.0,0.9548734369949697,0.0,0.9255915536007217,0.0
0.7423721320520009,0.8949212102988157,3.3076057154633993,0.0,0.0,0.0,0.0,0.7188022988618636,0.0,0.6148705175258178,0.0,0.34824110465829394,0.0,0.0,0.6538725633560822,0.0,0.0,0.6958595713273493,0.5343028943910239,0.0,0.0,0.800647652043468,0.0,0.9089585212719841,1.664877053140185,0.7822917347322438,0.0,0.6394590054819258,0.0
0.9882481985943496,0.8728190546170014,2.8580455337028514,0.0,0.0,0.0,0.0,0.9703787589149167,1.3297859182243135,0.9346193892371903,0.7178047782011623,1.2217964001323611,0.0,0.0,1.0109958648941884,0.0,0.0,1.080256318207112,0.9731627804604596,0.0,0.0,0.8412286256993867,0.0,0.9748512894966854,0.0,0.9578184786891578,0.0,0.9314958383811819,0.0
0.5903703071828507,0.8975691445269536,4.195948427767336,0.0,0.0,0.0,0.0,0.9004891536745381,1.1957427125843438,0.8436980865573979,1.2285876076239397,0.9635641301810142,0.0,0.0,0.8954775091822909,0.0,0.0,0.9198047181835415,1.0046248792321517,0.0,0.0,1.0224480105797873,6.647203784293326,0.9140158870267784,2.11202266971859,1.0474257577731565,0.0,0.597335267488076,0.0
1.1199672206358635,0.834047862610484,3.420372732395116,0.0,0.0,0.0,0.0,1.0522631354561824,1.0400286277205506,1.0551146149565296,0.5267215363945624,0.8380641152709546,0.0,0.0,0.0,0.0,4.732725675323303,0.8332816398309109,1.0035093562405206,0.0,0.0,0.9948276246058161,0.0,1.0693429691169891,0.0,1.0066130677088163,0.0,0.9737290920736226,0.0
1.4493797992157897,0.9383262970045836,5.002801409450753,0.0,0.0,0.0,0.0,0.8910207515729146,1.2670448845003004,0.7319185648415004,1.3975874209896488,1.1879987428196812,0.0,0.0,0.7284682986907672,0.0,0.0,0.7568421842562966,0.6993679843239101,0.0,11.193035321920082,0.8279869359579716,0.0,0.9093705175838112,0.0,0.8265890746755747,0.0,0.7358043057400963,0.0
0.6625526928971457,1.1756999241453774,0.0,0.0,0.0,0.0,0.0,0.9222218247430092,0.0,0.8780594356862225,0.7251597643683257,1.3027303145207618,0.0,0.0,1.0629072870159348,0.0,0.0,0.7579386864455071,0.8414101660029197,0.0,0.0,0.9940239351782384,0.0,0.885351464064224,0.0,0.9203663142386157,0.0,0.7117824912356636,0.0
0.8073654686007257,1.13680244891501,0.0,0.0,0.0,0.0,0.0,1.0069101227014072,1.4360429911339083,1.007938815094029,2.1320899013971606,1.1884877773582543,0.0,0.0,0.9810394403987754,0.0,0.0,1.1187918683404046,1.0511103517088385,0.0,0.0,0.9962456570676799,0.0,1.118197461942638,0.0,0.9971457263808445,0.0,1.0710895232752369,0.0
0.6675960902409238,0.9476908689652169,0.0,0.0,0.0,0.0,0.0,1.1007709218128454,1.561999593661022,1.0446786274392634,0.7306797311100467,1.3083730687061998,0.0,0.0,1.2758516925530317,0.0,0.0,1.023367386022953,0.9236210085805793,0.0,0.0,1.1405348615137336,0.0,1.085974463421696,0.0,1.102931059565603,0.0,0.9775030513958783,0.0
0.6530346751420529,1.0048462530484488,0.0,0.0,0.0,0.0,0.0,1.106058399793166,1.2580606782853785,1.0256769645995296,1.5085474293214478,0.7368949748255016,0.0,0.0,1.1325718660291169,0.0,0.0,1.0534733284714206,1.1080848349269223,0.0,0.0,1.060790115495321,0.0,1.0493524639756169,0.0,1.0540387181581334,0.0,1.1594549719649025,0.0
