Myh6,Myh7,Myh1,Myh3,Myh7b,Myh8,Myh13,Myh14,Myl1,Myl3,Myl4,Myl2,Myl7,Mybpc3,Mybphl,Mybpc1,Mybpc2,Mybph,Actn2,Actn3,Acta1,Actc1,Tpm1,Tpm2,Tpm3,Tnni1,Tnni2,Tnni3,Tnnt1,Tnnt2,Tnnt3,Tnnc1,Tnnc2
1.20621747417976,3.6185313308196,0.0,0.0,0.774917004379557,0.774917004379557,0.0,0.0,0.0,4.28213904693887,2.98196756108314,4.49926853351351,1.20621747417976,2.44527386672685,0.0,0.0,0.0,0.0,1.20621747417976,0.0,0.0,3.19492076793213,3.09410211918227,0.0,0.0,3.76433082526866,0.0,3.51961830509966,0.0,3.8673703374201,0.0,3.28649946975414,0.0
1.37243116263288,3.91366492757131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4475957334726,0.683926435266361,5.34285265066915,2.69076878671135,2.28592604210684,0.0,0.0,0.0,0.0,1.59464363140932,0.0,0.0,5.12324560263491,4.07612887571692,0.0,0.683926435266361,4.31245205803804,0.0,3.53735489991002,0.683926435266361,4.67299212253362,0.0,3.78855065439269,0.0
1.72671238338778,3.80466784585711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.202683075109,2.7739599794643,4.7075085754873,1.19727140766849,1.49662862076058,0.0,0.0,0.0,0.0,2.20703684464103,0.0,0.0,4.69702249601677,3.99184311450754,0.0,0.0,3.92568930561762,0.0,3.72433649364217,0.0,4.63168631660288,0.0,3.80466784585711,0.0
1.63338139917904,2.86132327714362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7903570029306,1.97154214629228,4.64467022736871,0.0,0.708178906917258,0.0,0.0,0.0,0.0,1.63338139917904,0.0,0.0,3.43005774315922,3.69264835770193,0.0,0.0,3.63996384420304,0.0,3.7903570029306,0.0,4.14023262278769,0.0,2.86132327714362,0.0
1.36305232447353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36305232447353,4.52309847284482,5.05668038291366,1.36305232447353,5.46618673007941,1.91930328091855,1.36305232447353,0.0,1.07797953793068,0.0,2.05227276588741,0.0,2.05227276588741,4.76494067350092,4.53356630894599,0.0,0.0,3.52513951627686,0.0,4.09653293759797,0.0,4.48009570396077,0.0,3.99480482227507,0.0
2.26943848962905,3.88581905943705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71485906335864,0.734407114517141,5.13663550712454,1.15325570620335,2.15056629644811,0.0,0.0,0.0,0.0,2.63983922982734,0.0,0.0,4.39733630525784,4.04970952887196,0.734407114517141,0.0,3.97111805398981,0.0,3.79255987547795,0.734407114517141,4.80758470032073,0.0,3.66224300130495,0.0
1.01107620681292,3.85728741762443,0.0,0.0,0.628223902776203,0.0,0.0,0.0,0.0,4.64597511444211,4.22419466660833,4.99639318819835,1.96290084905076,2.36246269898037,0.0,1.28725718874517,0.0,0.0,2.70728053971521,0.0,1.28725718874517,5.15967112433163,4.36705012052008,0.628223902776203,0.0,4.17165039829364,0.0,3.91121484541747,0.0,4.75707369465119,0.0,4.11619136810498,0.0
0.856858457497232,3.42837354859521,0.0,0.0,0.0,0.0,0.0,0.0,1.31143523089555,3.62714250021955,2.76715097093965,4.64474541663635,0.0,0.856858457497232,0.0,0.0,0.0,0.0,1.62279730095147,0.0,0.0,3.06040636033943,3.76185570461238,0.856858457497232,0.0,2.84891185609193,0.0,3.88055696256545,0.0,4.05943270156789,0.0,3.3833970867546,0.0
1.19397474375408,4.24856917343285,0.0,0.0,0.765507960622831,0.0,0.0,0.0,0.0,4.6492613565139,0.0,5.22043042248548,1.72282820760692,2.06692826856967,0.0,0.0,0.0,0.0,2.4292861387887,0.0,0.0,4.35742368885113,4.2151600749016,0.0,0.0,3.85022100877675,0.0,3.89799756256195,1.19397474375408,5.08767087508195,0.0,3.85022100877675,0.0
0.937708645823811,2.59771276371274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79583575077393,1.5862318779195,4.00034921169592,0.574960963162719,1.73384199000802,0.0,0.0,0.0,0.0,1.5862318779195,0.0,0.574960963162719,4.17005504838305,3.95672934136903,1.5862318779195,0.0,3.4186549044565,0.0,3.31127556472947,0.574960963162719,4.20544156498946,0.0,3.22242534968884,0.0
