Myh6,Myh7,Myh7b,Myh8,Myh13,Myh14,Myl1,Myl3,Myl4,Myl2,Myl7,Mybpc3,Mybphl,Mybpc2,Actn2,Actn3,Acta1,Actc1,Tpm1,Tpm2,Tpm3,Tnni1,Tnni2,Tnni3,Tnnt1,Tnnt2,Tnnt3,Tnnc1,Tnnc2
0.795482583056003,3.52101589907349,0.0,0.0,0.0,0.0,0.0,4.45534323558777,1.53612064403854,4.9727961309239,1.23285753850595,1.53612064403854,0.0,0.0,2.37249161042902,0.0,0.0,4.98948784656165,4.08335903344558,0.0,0.0,4.38212842844738,0.795482583056003,3.975315612777,0.0,4.45534323558777,0.0,3.92860291913401,0.0
1.50404823077799,3.53365016030125,0.628591159925484,0.0,0.0,0.0,0.0,4.37885971258739,2.70801520180219,5.02630733460788,2.86928297705875,0.628591159925484,0.0,0.0,1.96357749000187,0.0,0.628591159925484,4.60388228025881,4.04301442643218,0.0,0.0,3.60749733231173,0.0,3.65386320679433,0.0,4.23768618728665,0.0,3.39698576618412,0.0
1.06144259484975,3.20403517416972,0.665400234355774,0.0,0.0,0.0,0.0,3.20403517416972,0.0,3.08172263290118,0.0,0.665400234355774,0.0,0.0,1.34437978740827,0.0,0.0,3.24169320339909,2.14735149409782,0.0,0.0,3.12417761393115,0.0,3.4717762064218,0.665400234355774,3.4717762064218,0.0,2.34685929363764,0.0
1.41299583723881,3.12490409155088,0.574960963162719,0.0,0.0,0.0,0.0,4.32542811946133,3.05417050802705,4.68429960920933,0.937708645823811,2.33454236190998,0.0,0.0,2.07863501557707,0.0,0.0,5.03242278895602,3.91111965246592,0.0,0.0,3.28252713150454,0.0,3.72345429683417,0.0,4.25075615239922,0.0,3.4186549044565,0.0
0.844110606693025,3.21351542149005,0.844110606693025,0.0,0.0,0.0,0.0,4.01389773919742,2.74630831768767,4.2286032824304,1.60497290740812,1.8411261320469,0.0,0.0,1.8411261320469,0.0,0.0,4.28495177224102,4.0375651303289,0.0,0.0,3.98965659601833,0.844110606693025,3.49109286574537,0.844110606693025,4.64842930377478,0.0,2.19226222776456,0.0
1.60132750340785,2.98609381249638,0.688085888556687,0.0,0.0,0.0,0.0,4.69042475771442,2.38867378482206,5.28822003419577,0.688085888556687,1.60132750340785,0.0,0.0,0.0,0.0,0.688085888556687,3.88188010866115,4.03308186814199,0.0,0.0,3.88188010866115,0.0,4.08436621672192,0.0,4.46730438580036,0.0,3.57365390060632,0.0
2.07232112922937,3.35943592112121,1.00642746344316,0.0,0.0,0.0,0.0,3.97169268027535,2.91007076067908,3.66836584682708,1.82574684336989,2.26996362954408,0.0,0.0,1.49775064960821,0.0,0.0,3.525783456667,2.81074443321855,0.0,1.00642746344316,3.23085722333062,0.0,3.47334983047511,0.0,3.66836584682708,0.0,2.70045328695202,0.0
0.947316876819636,4.20929112851472,0.0,0.0,0.0,0.0,0.0,4.11077033217924,0.0,4.40082189478706,0.947316876819636,2.489186500356,0.0,0.0,2.18536631238802,0.0,0.0,3.53089156157888,3.38160881418167,0.0,0.0,3.87874406184732,0.0,3.38160881418167,0.0,4.08454509884272,0.0,2.61229154689289,0.0
1.15436997293375,4.0700287248637,0.0,0.0,0.0,0.0,0.0,4.48826534844298,3.29821521770717,5.05177556984498,2.78526863421556,2.27089805024348,0.0,0.0,2.01704379145849,0.0,0.0,5.21194238759868,4.22438921424188,0.0,0.0,3.88741336072512,0.0,4.27096644302437,0.0,4.42528874265698,0.0,3.93097349551276,0.0
0.954527919007657,3.3929633619815,0.0,0.0,0.0,0.0,0.0,4.90664645588365,3.58750459538631,5.23591500734549,0.954527919007657,2.49996836931741,0.0,0.0,2.62318580610769,0.0,0.0,4.7674031321045,3.71201236896942,0.0,0.0,4.450438932975,0.0,4.14789037635411,0.0,4.89475938440542,0.0,3.58750459538631,0.0
